title,description,location,City,features,date,price
"3BHK FLAT, READY TO MOVE FLAT, SEMI FURNISHED NEAR SECTOR 4 GURGAON,",TANISHQ BUILDERS DEVELOPERS READY TO MOVE FLAT  3BHK FLAT - 52 Lakh   JAGUAR FITTING ALMIRAH WIRING KEI MODULAR KITCHEN WITH CHIMNEY SEMI FURNISHED  LOAN AVAILABLE 80% REGISTRY APPROVED AREA COVERED CAR PARKING ROOF RIGHT SECURITY GUARD BOTH WATER SUPPLY,Haryana,Gurgaon,3 Bds - 3 Ba - 1200 ft2,2022-01-09T17:16:11+0000,5200000
3bhk flat~super location semi furnished flat & modular kitchen Gurgaon,TANISHQ BUILDERS DEVELOPERS READY TO MOVE FLAT  3BHK FLAT - 58 Lakh   LOAN AVAILABLE 80% REGISTRY APPROVED AREA COVERED CAR PARKING ROOF RIGHT SECURITY GUARD BOTH WATER SUPPLY,Haryana,Gurgaon,3 Bds - 2 Ba - 1200 ft2,2022-01-09T17:16:11+0000,5800000
घर बनाना हुआ आसान 2BHK STARTING IN 19.80LACS WITH LOAN FACILITIES,Loan Available 90% To 100%  for all leading Banks  2BHK Fully Furnished Flat Just 19.80Lacs On Kharar Chandigarh Highway Of  Mohali  * RENT= EMI * 2.6Lacs Subsidy Benefit  * Ready to move * Furnished  * Gated Society * CCTV Camera Protection  Facilities available:-  ∆. Modular Kitchen + Ro + Chimney. ∆. Led Lights + Led Panels. ∆. Wall Ceiling ∆. Near Possession apartments. ∆. 1000+ Families living here. ∆. Boundary wall. ∆. Safe zone for kids. ∆. Shopping Complex. ∆. Eco Friendly Environment. ∆. Security Guard Services is also Available. ∆. Work out for elders. ∆. High-speed internet access. ∆. Covered parking ∆. Many More Benefits  Contact Direct Builder,Punjab,Kharar,2 Bds - 2 Ba - 985 ft2,2022-01-09T17:16:11+0000,1980000
Live life like king in flat,We are developing a tower on heritage property model where each and every things will be designed in heritage theme,Uttar Pradesh,Greater Noida,1 Bds - 1 Ba - 650 ft2,2022-01-09T17:15:45+0000,1700000
FLAT FOR SALE,1 BHK with 710,Maharashtra,Thane,1 Bds - 1 Ba - 710 ft2,2022-01-09T17:13:18+0000,2650000
Live life like king size flat,We are developing heritage model tower where you will fell living in heritage property It's balcony elevation design are looking like palace,Uttar Pradesh,Greater Noida,2 Bds - 2 Ba - 950 ft2,2022-01-09T17:13:11+0000,2600000
3BHK 1.5 STORY KOTHI AVAILABLE FOR SALE,Available in Khanna colony Good location Neat and clean kothi 7-8 Years old Reasonable price Contact us for more information-            ~SIDHWAN PROPERTY ADVISOR~                                     the Reliable Agents-,Punjab,Ludhiana,3 Bds - 2 Ba - 1125 ft2,2022-01-09T17:12:53+0000,4500000
70 Gaj 3-Bhk Semi-Duplex At Govindpura,* 70 Gaj Semi-Duplex At Govindpura * 80% loanable * 2.67 lac gov.subsidy also available * 500 m from kalwar road * 3 bedroom * Modular Kitchen * Wardrobes * Vaastu friendly * Royal Play Paint * Car Parking * All electric fittings done  For more information contact us,Rajasthan,Jaipur,3 Bds - 2 Ba - 1050 ft2,2022-01-09T17:12:51+0000,2821000
Apartment for sale @kaloor near pothys and gokulam park,"*Apartments for sale *  Location- Kaloor, Land area- 3 cents, Built up area- 2850 sqft, G +2, 2Bhk, New construction, Behind Pothy’s and Gokulam Park Hotel.",Kerala,Kochi,4+ Bds - 4+ Ba - 2850 ft2,2021-12-14T06:46:46+0000,22000000
Ready to shift 1BHK Super Spacious Flat For Sale,"HBK INFRA "" Madhuvan Vatika"" MOST affordable project at Kharar landran highway  Mohali   1BHK Flat 15.90 Lakh onwords (650sqft)   Super spacious homes at cheapest prices    Special Offers के साथ  Moulder Kitchen  Designer Wardrobe  Branded Bath Fitting   Free Car Parking  Sliding Almirah till Roof  24 Hour water supply  Near to VR Punjab Mall, Airport Road, Chandigarh Kharar Highway   Loan Facility available and also #Pradhan_Mantri_Awaas_Yojna 2.67 Lac Subsidy Interested buyers can inbox their contact number",Punjab,Kharar,1 Bds - 1 Ba - 650 ft2,2021-11-07T05:59:51+0000,1590000
1bhk Individual Bungalow in 600 sqft plot area at Lonikand,1bhk individual Bungalow Construction in 600 sqft plot Construction in red bricks All basic amenities available Peaceful environment Loan facility available PMAY subsidy upto 2.67 lakh Nagar High way 1.5 km near. 1bhk individual 900sqft - 20lakh 2bhk individual 900 sqft - 22 lakh 2bhk individual 600 sqft - 18 lakh Visit for more information,Maharashtra,Pune,1 Bds - 1 Ba - 596 ft2,2022-01-06T10:40:24+0000,1600000
Haveli bangloes,Arajant cell karavanu chhe. Pllzzz,Gujarat,Sidhpur,4+ Bds - 4 Ba - 400 ft2,2022-01-09T17:12:17+0000,9500000
"Vellayani 4 cent, 1750 sqft, 3 room attached, Red bricks, teak wood",2.5 km from Vellayani jn NH  1 km from Vellayani temple  250 mtr from main road bus stop  Residancy area  4 cent  1750 sqft  3 room attached bath  Red bricks  Teak wood  2 Hall  Dining room  Open kitchen  Used all branded material  Open kitchen  Pipe connection  2 big car parking space  Tar road side  Lorry site,Kerala,Thiruvananthapuram,3 Bds - 3 Ba - 1750 ft2,2022-01-09T17:11:38+0000,6200000
Self made house,Two and half flour built-up house ready to move.,Uttar Pradesh,Lucknow,4+ Bds - 4+ Ba - 3100 ft2,2022-01-09T17:11:37+0000,8500000
Sale stand-alone flat in very good condition,"This flat condition is very good, buyer can ready to move. From this flat vegetable market and bus stand is walking distance, hardly 3 to 4 minutes.",West Bengal,Kolkata,2 Bds - 2 Ba - 599 ft2,2022-01-09T17:10:31+0000,3500000
"House for sell at Kodungallore, Near Chandhapura Junction",5 mts walk from chandhapura jn Kodungallore.. 13 cent ozhavath kadav road building constructed on 1992,Kerala,Kodungallur,3 Bds - 2 Ba - 900 ft2,2022-01-09T17:10:28+0000,6700000
3BHK Flat for Sale,"This society is located near D-Mart, Ring Road , DDU Nagar, Raipur, 492001.",Chhattisgarh,Raipur,3 Bds - 2 Ba - 1250 ft2,2022-01-09T17:09:22+0000,2500000
Pukkattupady 3.500 Cent. 3 Bhk attached 1550 Sgf. New House.,Near. Bus route 30 Mtr. Only. Pukkattupady Chembarakky route.  From. Pukkattupady jn. 1.50 Kmtr.   65 Lakh,Kerala,Choornikkara,3 Bds - 3 Ba - 1600 ft2,2022-01-09T17:08:42+0000,6500000
urgent sell,beautifull flat all word done,West Bengal,Puruliya,2 Bds - 2 Ba - 800 ft2,2022-01-09T17:08:42+0000,2300000
We deal with all types of property,"All types of property, flats,  1Bhk 2Bhk 3Bhk 90 gajh, 100 gajh, 120gajh Plots and Kothis",Punjab,Kharar,2 Bds - 2 Ba - 900 ft2,2022-01-09T17:07:00+0000,2900000
House sale at Burdwan Bajeprapappur,House sale A ready to move property sale at burdwan 2.5 katha land full boundaries all shops and market are near by.  Only 23 lakhs,West Bengal,Chandannagar M.C.,3 Bds - 1 Ba - 7200 ft2,2022-01-09T17:06:52+0000,2300000
M3M Soulitude sector 89,Most valuable location at new gurgaon and most successful builder all India M3M gurgaon,Haryana,Gurgaon,3 Bds - 3 Ba - 1423 ft2,2022-01-09T17:06:07+0000,9200000
Brand New 3 Bhk flat for sale,Beautiful 3 Bhk flat for sale in in columbia Tower Chandigarh Enclave zirakpur.   Ready to move  Gated society Good quality construction  Wallpaper in every bedroom Wooden almihra and windows Loan facilities available  Curtain roads  Led lights Price are negotiable,Punjab,Zirakpur,,2022-01-09T17:05:28+0000,3690000
Servay park. Santoshpur. On road.,G+3 stored house.full furnished. 6 bed. 3 draying. 3 kitchen. 4 balcony. 8 bathroom. 1 office space. Garage. 1 care taker room.very beautiful house.not a single work from house. Prime location. Front road 50 fit.. Well maintain house. Total land 3 katha 1 chatak.  Price negotiable,West Bengal,Kolkata,4+ Bds - 4+ Ba - 00 ft2,2022-01-09T17:04:49+0000,45000000
Lake Garden New building sale @ 2.6 Cr,"Land area - 2 Kata 12 chatak ( G + 3 ) Apertment 1st floor - 3 bhk 2 toilet 1250 sft 1 balcony. 2nd floor,3rd floor same Car parking - 5 Ground floor - 300 sft Comersial shop Nearest 10 minutes walking distance Lake Garden Railway station. 5 minutes Auto distance Rabindra Sarabar metro station. 5 minutes walking distance Southcity mall,Lords bacary more. Loan available Brokage charge - 2%",West Bengal,Kolkata,4+ Bds - 4+ Ba - 4000 ft2,2022-01-09T17:04:26+0000,26000000
Flat for sale,2BHK apt for sale,Tamil Nadu,Chennai,2 Bds - 2 Ba - 680 ft2,2022-01-09T17:04:01+0000,4500000
Sri illam selvam,Ondibuture.coimbatore,Tamil Nadu,Coimbatore,4 Bds - 4+ Ba - 2400 ft2,2021-12-18T01:08:22+0000,8000000
Luxurious 2 bhk flat in gated colony,"# Luxurious 2 bhk Flat on 40 ft road in gated colony near IT Park. # Furnished flat with beds , sofa set, lights , fans , curtains, modular kitchen, Led Panel. # North West facing with beautiful mussoorie hill view. #5-7  mins drive to pacific mall , Rajpur road.  # 2.5.KM from max hospital # Adjoining IT Park near upcoming Mall.",Uttaranchal,Dehradun,2 Bds - 2 Ba - 1250 ft2,2021-12-24T10:12:50+0000,4790000
1 bhk sale semi furnished with 2 and 4 parking,1 bhk sale semi furnished with 4 parking cidco transfer,Maharashtra,Navi Mumbai,1 Bds - 1 Ba - 500 ft2,2021-12-03T14:11:20+0000,5400000
House near yog sr sec school 12 quarter road hisar 50 gaj ka Makan,10*45000 rs. House in hisar City good metiril and severage water supply light  connection call only genuine buyers not time pass my number is /9eight 77 four 00 seven double 1 / call kro 12 quarter road 18 number gali me aa kr abhi naya bana hua h only 6-8 months old roof lanter and progressive area h valuable bhi,Haryana,Hisar,2 Bds - 1 Ba - 500 ft2,2022-01-09T17:03:58+0000,1045000
172 square yards G+1 South east facing independent house for sale,"172 square yards G+1,South East facing independent house on horlicks factory road, close to Dowlaiswaram main road. 2 portions in ground floor, 3BHK in 1st floor. Good for renting and living purpose.",Andhra Pradesh,Dowleswaram,3 Bds - 4 Ba - 1465 ft2,2021-12-17T06:38:13+0000,6500000
Newly constructed home with modern asthetics,All basic amenities are available,Uttar Pradesh,Kanpur,4 Bds - 2 Ba - 60 ft2,2021-12-07T08:39:55+0000,3800000
30×40 3BHK Brand New house for sale in JP nagar Akruti Layout muda p,30×40 3BHK Brand New house for sale in JP nagar Akruti Layout muda property West facing site North facing door Fully furnished flooring granite woodwork all teak Italian kitchen dining hall Pooja room car parking Very beautiful location Bank loan available contact M MAHESH,Karnataka,Mysuru,3 Bds - 2 Ba - 1200 ft2,2021-12-18T07:12:09+0000,7000000
3bhk house in gated approved colony near isbt 70 lacs,Mdda approved colony near isbt Road front 30 ft Main approach road 40 ft Gated society Park  Swimming pool Gym Party hall Temple Loan facility Security,Uttaranchal,Dehradun,3 Bds - 4 Ba - 1900 ft2,2022-01-09T17:16:14+0000,7000000
ground floor 1bhk near nawada metro station,"Modular kitchen with chimny. Modular switches. 24*7 water supply. 24*7 electricity supply. Registry facility.  Walking distance from Metro Station.  Connected from Bus stop, cycle rickshaws and auto-rickshaws. False ceiling and 3D Wallpaper in rooms. Modular Kitchen with electronic Chimney. Nearby From School, Hospital, and Market.  1bhk 14 to 18 lacs 2bhk 18 to 30 lacs 3bhk 32 to 60 lacs 4bhk 60 to 1 cr. Plz contact us soon to grab the deal ... Ajay singhal shubh labh associates z-1 dayal sir road uttam nagar piller no 691",Delhi,Delhi,1 Bds - 1 Ba - 400 ft2,2022-01-05T17:16:14+0000,1100000
2BHK FLAT NEAR AIRPORT ROAD,"2BHK FLAT  110GAJ 90% LOAN AVAILABLE 10% DOWN PAYMENT READY TO MOVE FULLY FURNISHED FLAT NEAR- SCHOOL, HOTEL MARKET, MALLS, HOSPITAL ETC.",Punjab,Kharar,2 Bds - 2 Ba - 1100 ft2,2022-01-05T17:16:13+0000,2690000
1BHK FLAT NEAR AIRPORT ROAD SECTOR 127 MOHALI,"1BHK FLAT NEAR AIRPORT ROAD READY TO MOVE GAITED SOCIETY 90% LOAN AVAILABLE 10% DOWN PAYMENT FAMILY ALREADY SHIFTED NEAR MARKET, SCHOOL, HOSPITAL AND MALLS",Punjab,Kharar,1 Bds - 1 Ba - 840 ft2,2022-01-05T17:16:13+0000,1780000
3BHK FLAT ON AIRPORT ROAD SECTOR 126 MOHALI,"3bhk flat on airport road Sector 126 mohali Ready to move Fully furnished Near vr Punjab mall, hospita, schools",Punjab,Kharar,3 Bds - 3 Ba - 1250 ft2,2022-01-05T17:16:13+0000,3390000
"2BHK FLAT ON HIGHWAY, WITH STORE, FURNISHED FLAT JUST 28LKH",1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY get benefit 2.67 lac in principle,Punjab,Mohali,2 Bds - 2 Ba - 1080 ft2,2022-01-09T17:16:14+0000,2790000
2BHK FLAT NEAR AIRPORT ROAD JUST 22.90LKH,1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY,Punjab,Kharar,2 Bds - 2 Ba - 880 ft2,2022-01-09T17:16:14+0000,2280000
2bhk flat on kharar landran Road,1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY,Punjab,Kharar,2 Bds - 2 Ba - 1040 ft2,2022-01-05T17:16:13+0000,2590000
SHOP+ROOM AT VERY REASONABLE PRICE..!,AS BUILDERS INTRODUCING NEWLY CONSTRUCTED SHOP FOR SALE..! BANK FINANCE FACILITY AVAILABLE..!  CONTACT- 7_8_3_7_4 _8_0_0_0_4  1 KM FROM WADALA CHOWNK NAKODAR ROAD..!  PRICE 18  LAC  SHOP HIGHLIGHTS-  DIMENSIONS-10.5×25 1 BEDROOM 1 WASHROOM 1 KITCHEN  CALL FOR MORE INFORMATION- 7_8_3_7_4_ 8_0_0_0_4,Punjab,Jalandhar,1 Bds - 1 Ba - 524 ft2,2022-01-05T17:16:12+0000,1800000
2850 FLAT FOR SALE AT BELHEAVEN KOWDIAR,"2850 sqft 3 BHK attached 5 years old beautiful flat for sale at Bhel Heaven Gardens ,Kowdiar. A most expensive prime residential area in the Capital City. One car porch, expecting price 1.95  cr. slightly negotiable.Schools and hospitals are nearby .",Kerala,Thiruvananthapuram,3 Bds - 4 Ba - 2850 ft2,2022-01-09T17:16:13+0000,19500000
Gopalapuram DAV school 2 BHK flat 1000 Sqft UDS 500 1 CCP.  Rs-90 Lac.,Gopalapuram near DAV school 2 BHK flat 1000 Sqft UDS 500 1 CCP.  Rs-90 Lac.,Tamil Nadu,Chennai,2 Bds - 2 Ba - 1100 ft2,2022-01-02T17:16:20+0000,9000000
T Nagar 6 BHK house 1200 Sqft Land Build-up 3600 Sqft.  Rs-2.50 Cr.,T Nagar 6 BHK house 1200 Sqft Land Build-up 3600 Sqft.  Rs-2.50 Cr.,Tamil Nadu,Chennai,4+ Bds - 4+ Ba - 3600 ft2,2022-01-02T17:16:20+0000,25000000
T Nagar CIT Nagar 4 BHK house Each floor 1 BHK house Rs-1.10 Cr negoti,T Nagar CIT Nagar 4 BHK house Each floor 1 BHK house Rs-1.10 Cr negotiable  monthly income getting Rent Rs 45k,Tamil Nadu,Chennai,4 Bds - 4 Ba - 600 ft2,2022-01-02T17:16:20+0000,11000000
95 SQYARDS HOUSE VILLA AT VIDHANSABHA NAGAR DHABAS ROAD,NEAR VAISHALI NAGAR 3 BHK HOUSE AT VIDHANSABHA NAGAR DHABAS ROAD JDA APPROVED LOANABLE WITH THE FACILITIES AVAILABLE NEAR BY.  CONTACT US FOR FURTHER QUERY:-,Rajasthan,Jaipur,3 Bds - 3 Ba - 1750 ft2,2022-01-08T17:16:08+0000,5800000
IN Miyapur  biggest pree launched gated flats in very lowest price,"Dear property seeker, Greetings from urban rise ameenpur, Miyapur We are glad to announce the launch of our New project CODENAME : CENTRAL PARK-an elevated life style ,LIVE LARGE. A premium life style 2&3bhk apartments located in ameenpur,near Miyapur metro station.  Project highlights of code name CENTRAL PARK. 1)10.1 ACERS 2) 7 TOWERS 3) 2&3BHK 4) 12FLOORS 5)1254-1602 square feet unit sizes 6)Rs.58.92 lakhs onwards 7) choices large sundeck apartments 8) grand clubhouse 50,000 square feet with sporting amenities 9) more than 72% open space 10) exquisitely landscaped central court yard  11)10 minutes to Miyapur metro station 12)20 minutes to hitechCity 13)25 minutes to finacial district, Gachibowli APARTMENTS SIZES: 2BHK-1254,1417sq ft 3BHK-1376,1602 sq ft PRISE RANGE: 2BHK-RS.58.92 lakhs onwards 3BHK-RS.64.65 onwards",Telangana,Hyderabad,2 Bds - 2 Ba - 1254 ft2,2022-01-09T17:16:12+0000,5892000
3 BHK DUPLEX HOME WITH LIFT ON MAIN HIGWAY,"HBK INFRA  CROWN Project is Located on Kharar landran road on MAIN HIGHWAY  sector 115 ,Crown  High rise apartment with private Terrace     ultra-Luxury apartments,  . Cupboards with roof height and dressing pannel .Led Pannel  .Italian tile flooring  .Modern Kitchen (INNOTECH ) . 24 Hrs security with intercom system  .Club House  .Gym  .Children play area  .Jogging Track .Power back up .Water Supply (24×7)",Punjab,Mohali,3 Bds - 3 Ba - 1650 ft2,2022-01-03T07:25:34+0000,5590000
House-at-Kottooli-East hill-Palakottuvayal-Vellimadukunnu-,(1) New 4 bedroom House at Kozhikode-Kottooli Area : 4.5 Cents Area : 1950 Sqft Price : 92 Lakhs  (2) New 5 bedroom House for sale at Kozhikode-East hill Area : 6.5 Cents Area : 2500 Sqft Price : 1 Crore 20 Lakhs   3) New 3 bedroom House for sale at Kozhikode-Palakottuvayal Area : 4 Cents Area : 1700 Sqft Price : 75 Lakhs  4) New 4 bedroom House for sale at Kozhikode-Vellimadukunnu Area : 6 Cents Area : 2000 Sqft Price: 62 Lakhs  5) New 3 bedroom House for sale at Kozhikode-Chelavoor Area : 5.3 Cents Area : 1700 Sqft Price : 70 Lakhs  (1) All prices are negotiable and for full finished condition  (2) We arrange Bank loans from all major banks at lowest rates  (3) For buying/selling/rent of all type of properties  (4 Or Visit our website WWW shalomreal com  (5) feel free to Contact on 0️⃣9️⃣4️⃣4️⃣6️⃣3️⃣3️⃣3️⃣#️⃣6️⃣6️⃣5️⃣,Kerala,Kozhikode,4 Bds - 4 Ba - 2000 ft2,2021-12-23T08:11:20+0000,9200000
1BHK and 2BHK all type of Flats**,"1BHK and 2BHK all type of Flats... just call (84601506 double three)  New maninagar, CTM, Baroda  Express Highway",Gujarat,Ahmedabad,2 Bds - 1 Ba - 990 ft2,2022-01-09T05:30:44+0000,1650000
Aluva kodikuthimala 6.700cent 2200sqft,Kodikuthimala Bus stop 200mt Kalamassery 6km Raja giri  hospital3km Aluva railway station 4km 6.700cent 4bedroom with  3attached bathroom One common bathroom Good well water Price 95lakh Price negotiable Loan facilities available For more details call me,Kerala,Aluva,3 Bds - 3 Ba - 2200 ft2,2022-01-05T17:16:10+0000,9500000
Aluva ksrtc bus route  kunnuvazhi 8cent 2250Sqft,Kunnuvazhi Bus stop 100 Perumbavoor 5km 8cent 2250sqft 4bedroom with attached bathroom Good well water Price 85lakh Price negotiable Loan facilities available For more details call me,Kerala,Aluva,4 Bds - 4 Ba - 2250 ft2,2022-01-05T17:16:10+0000,8500000
Book 2Bhk & 3Bhk @ Manjri KHARADI Road (10 mins Drive to EON IT PARK),"Call for visit **One FIFTY plus Luxurious Township**  Lower Stamp duty & Property tax on Township homes Well connected to Kharadi IT park Biggest Carpet area Lower maintenance Better rental and capital appreciation on township homes Multiple professional sports coaching academies Bus stop, police station, hospital,  fire station within township",Maharashtra,Pune,2 Bds - 2 Ba - 1100 ft2,2022-01-05T17:16:11+0000,6800000
(40 SQ YARD ) 1 BHK ready to move in uttam Nagar,"1BHK flat at 13 Lacs on 20 Ft Road at Uttam Nagar, Delhi with Bike Parking 1 BHK Flat  1 Bedrooms 1 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 Bike parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m For more details Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",Delhi,Delhi,1 Bds - 1 Ba - 400 ft2,2022-01-05T17:16:09+0000,1300000
